,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/serdar/Desktop/pwm/pwm_openmpw/openlane/pwm,pwm_top,pwm,flow completed,0h41m57s0ms,0h21m38s0ms,22280.193236714982,2.3,4010.4347826086964,3.46,8027.53,9224,0,0,0,0,0,0,0,66,0,0,-1,940312,112816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785513655.0,0.0,14.95,5.87,6.31,0.23,-1,6885,15864,382,9291,0,0,0,7477,154,0,245,304,647,814,417,898,918,875,27,718,31948,0,32666,26.31578947368421,38.0,38,AREA 1,3,18,1,100,153.18,0.14,0.3,sky130_fd_sc_hd,8,3
